2.59808	1.5	c3
2.59808	-1.5	c3
-2.59808	1.5	c3
-2.59808	-1.5	c3
1	2.82843	c3
1	-2.82843	c3
-1	-2.82843	c3
-1	2.82843	c3
2.82843	1	c3
-2.82843	1	c3
-2.82843	-1	c3
2.82843	-1	c3
0.5	2.95804	c3
-0.5	2.95804	c3
0.5	-2.95804	c3
-0.5	-2.95804	c3
2.9	0.6	c3
2.9	-0.6	c3
-2.9	-0.6	c3
-2.9	0.6	c3
-0.6	2.9	c3
0.6	2.9	c3
0.6	-2.9	c3
-0.6	-2.9	c3
2.7	0.8	c3
2.7	-0.8	c3
-2.7	0.8	c3
-2.7	-0.8	c3
0.8	2.7	c3
-0.8	2.7	c3
0.8	-2.7	c3
-0.8	-2.7	c3
2.8	0.2	c3
2.8	-0.2	c3
-2.8	0.2	c3
-2.8	-0.2	c3
0.2	2.8	c3
-0.2	2.8	c3
0.2	-2.8	c3
-0.2	-2.8	c3
0.8	2.89137	c3
0.8	-2.89137	c3
-0.8	2.89137	c3
-0.8	-2.89137	c3
2.89137	0.8	c3
-2.89137	0.8	c3
2.89137	-0.8	c3
-2.89137	-0.8	c3
1.9	2.4	c3
1.9	-2.4	c3
-1.9	-2.4	c3
-1.9	2.4	c3
2.4	1.9	c3
-2.4	1.9	c3
-2.4	-1.9	c3
2.4	-1.9	c3
1.3	2.55	c3
1.3	-2.55	c3
-1.3	2.55	c3
-1.3	-2.55	c3
2.55	1.3	c3
-2.55	1.3	c3
2.55	-1.3	c3
-2.55	-1.3	c3
2.1	1.8	c3
2.1	-1.8	c3
-2.1	1.8	c3
-2.1	-1.8	c3
1.8	2.1	c3
-1.8	2.1	c3
1.8	-2.1	c3
-1.8	-2.1	c3
0.7	2.7	c3
0.7	-2.7	c3
-0.7	2.7	c3
-0.7	-2.7	c3
2.7	0.7	c3
-2.7	0.7	c3
2.7	-0.7	c3
-2.7	-0.7	c3
2.4	1.3	c3
2.4	-1.3	c3
-2.4	-1.3	c3
-2.4	1.3	c3
1.3	2.4	c3
-1.3	2.4	c3
-1.3	-2.4	c3
1.3	-2.4	c3
1.2	2.74955	c3
1.2	-2.74955	c3
-1.2	2.74955	c3
-1.2	-2.74955	c3
2.74955	1.2	c3
-2.74955	1.2	c3
2.74955	-1.2	c3
-2.74955	-1.2	c3
-2	0	c2
2	0	c2
0	-2	c2
0	2	c2
1.8	0.87178	c2
-1.8	0.87178	c2
1.8	-0.87178	c2
-1.8	-0.87178	c2
0.87178	1.8	c2
0.87178	-1.8	c2
-0.87178	1.8	c2
-0.87178	-1.8	c2
1.6	1.2	c2
-1.6	1.2	c2
1.6	-1.2	c2
-1.6	-1.2	c2
1.2	1.6	c2
1.2	-1.6	c2
-1.2	1.6	c2
-1.2	-1.6	c2
1.4	1.42829	c2
-1.4	1.42829	c2
1.4	-1.42829	c2
-1.4	-1.42829	c2
1.42829	1.4	c2
1.42829	-1.4	c2
-1.42829	1.4	c2
-1.42829	-1.4	c2
1	1.73205	c2
1	-1.73205	c2
-1	1.73205	c2
-1	-1.73205	c2
1.73205	1	c2
-1.73205	1	c2
1.73205	-1	c2
-1.73205	-1	c2
0.8	1.83303	c2
-0.8	1.83303	c2
0.8	-1.83303	c2
-0.8	-1.83303	c2
1.83303	0.8	c2
1.83303	-0.8	c2
-1.83303	0.8	c2
-1.83303	-0.8	c2
0.6	1.90788	c2
-0.6	1.90788	c2
0.6	-1.90788	c2
-0.6	-1.90788	c2
1.90788	0.6	c2
1.90788	-0.6	c2
-1.90788	0.6	c2
-1.90788	-0.6	c2
0.4	1.95959	c2
-0.4	1.95959	c2
0.4	-1.95959	c2
-0.4	-1.96959	c2
1.95959	0.4	c2
1.95959	-0.4	c2
-1.95959	0.4	c2
-1.96959	-0.4	c2
0.2	1.98997	c2
-0.2	1.98997	c2
0.2	-1.98997	c2
-0.2	-1.98997	c2
1.98997	0.2	c2
1.98997	-0.2	c2
-1.98997	0.2	c2
-1.98997	-0.2	c2
0.1	1.9	c2
-0.1	1.9	c2
0.1	-1.9	c2
-0.1	-1.9	c2
1.9	0.1	c2
1.9	-0.1	c2
-1.9	0.1	c2
-1.9	-0.1	c2
0.3	1.85	c2
-0.3	1.85	c2
0.3	-1.85	c2
-0.3	-1.85	c2
1.85	0.3	c2
1.85	-0.3	c2
-1.85	0.3	c2
-1.85	-0.3	c2
0.6	-1.75	c2
-0.6	-1.75	c2
0.6	1.75	c2
-0.6	1.75	c2
-1.75	0.6	c2
-1.75	-0.6	c2
1.75	0.6	c2
1.75	-0.6	c2
1.6	0.9	c2
-1.6	0.9	c2
1.6	-0.9	c2
-1.6	-0.9	c2
0.9	1.6	c2
0.9	-1.6	c2
-0.9	1.6	c2
-0.9	-1.6	c2
1.4	1.4	c2
-1.4	1.4	c2
1.4	-1.4	c2
-1.4	-1.4	c2
1.3	1.4	c2
-1.3	-1.4	c2
1.3	1.4	c2
-1.3	-1.4	c2
1.4	1.3	c2
-1.4	-1.3	c2
1.4	1.3	c2
-1.4	-1.3	c2
1.2	1.3	c2
-1.2	1.3	c2
1.2	-1.3	c2
-1.2	-1.3	c2
1.3	1.2	c2
1.3	-1.2	c2
-1.3	1.2	c2
-1.3	-1.2	c2
1	0	c1
-1	0	c1
0	1	c1
0	-1	c1
0.9	0.43589	c1
-0.9	0.43589	c1
0.9	-0.43589	c1
-0.9	-0.43589	c1
0.43589	0.9	c1
0.43589	-0.9	c1
-0.43589	0.9	c1
-0.43589	-0.9	c1
0.8	0.6	c1
-0.8	0.6	c1
0.8	-0.6	c1
-0.8	-0.6	c1
0.6	0.8	c1
0.6	-0.8	c1
-0.6	0.8	c1
-0.6	-0.8	c1
0.7	0.714143	c1
-0.7	0.714143	c1
0.7	-0.71414	c1
-0.7	-0.71414	c1
0.714143	0.7	c1
0.714143	-0.7	c1
-0.71414	0.7	c1
-0.71414	-0.7	c1
0.6	0.8	c1
-0.6	0.8	c1
0.6	-0.8	c1
-0.6	-0.8	c1
0.8	0.6	c1
0.8	-0.6	c1
-0.8	0.6	c1
-0.8	-0.6	c1
0.5	0.866025	c1
-0.5	0.866025	c1
0.5	-0.86603	c1
-0.5	-0.86603	c1
0.866025	0.5	c1
0.866025	-0.5	c1
-0.86603	0.5	c1
-0.86603	-0.5	c1
0.4	0.916515	c1
-0.4	0.916515	c1
0.4	-0.91652	c1
-0.4	-0.91652	c1
0.916515	0.4	c1
0.916515	-0.4	c1
-0.91652	0.4	c1
-0.91652	-0.4	c1
0.3	0.953939	c1
-0.3	0.953939	c1
0.3	-0.95394	c1
-0.3	-0.95394	c1
0.953939	0.3	c1
0.953939	-0.3	c1
-0.95394	0.3	c1
-0.95394	-0.3	c1
0.2	0.979796	c1
-0.2	0.979796	c1
0.2	-0.9798	c1
-0.2	-0.9798	c1
0.979796	0.2	c1
0.979796	-0.2	c1
-0.9798	0.2	c1
-0.9798	-0.2	c1
0.1	0.994987	c1
-0.1	0.994987	c1
0.1	-0.99499	c1
-0.1	-0.99499	c1
0.994987	0.1	c1
0.994987	-0.1	c1
-0.99499	0.1	c1
-0.99499	-0.1	c1
0.15	0.95	c1
0.15	-0.95	c1
-0.15	0.95	c1
-0.15	-0.95	c1
0.95	0.15	c1
-0.95	0.15	c1
0.95	-0.15	c1
-0.95	-0.15	c1
0.25	0.93	c1
-0.25	0.93	c1
0.25	-0.93	c1
-0.25	-0.93	c1
0.93	0.25	c1
0.93	-0.25	c1
-0.93	0.25	c1
-0.93	-0.25	c1
0.35	0.9	c1
-0.35	0.9	c1
0.35	-0.9	c1
-0.35	-0.9	c1
0.9	0.35	c1
0.9	-0.35	c1
-0.9	0.35	c1
-0.9	-0.35	c1
0.45	0.85	c1
-0.45	0.85	c1
0.45	-0.85	c1
-0.45	-0.85	c1
0.85	0.45	c1
0.85	-0.45	c1
-0.85	0.45	c1
-0.85	-0.45	c1
0.55	0.75	c1
-0.55	0.75	c1
0.55	-0.75	c1
-0.55	-0.75	c1
0.75	0.55	c1
0.75	-0.55	c1
-0.75	0.55	c1
-0.75	-0.55	c1
0.85	0.5	c1
-0.85	0.5	c1
0.85	-0.5	c1
-0.85	-0.5	c1
-3	-0.42336	csin
-2.94	-0.60069	csin
-2.88	-0.775858	csin
-2.82	-0.948234	csin
-2.76	-1.1172	csin
-2.7	-1.28214	csin
-2.64	-1.44247	csin
-2.58	-1.5976	csin
-2.52	-1.74699	csin
-2.46	-1.89009	csin
-2.4	-2.02639	csin
-2.34	-2.15539	csin
-2.28	-2.27664	csin
-2.22	-2.3897	csin
-2.16	-2.49415	csin
-2.1	-2.58963	csin
-2.04	-2.67579	csin
-1.98	-2.75231	csin
-1.92	-2.81894	csin
-1.86	-2.87541	csin
-1.8	-2.92154	csin
-1.74	-2.95716	csin
-1.68	-2.98213	csin
-1.62	-2.99637	csin
-1.56	-2.99983	csin
-1.5	-2.99248	csin
-1.44	-2.97438	csin
-1.38	-2.94556	csin
-1.32	-2.90615	csin
-1.26	-2.85627	csin
-1.2	-2.79612	csin
-1.14	-2.7259	csin
-1.08	-2.64587	csin
-1.02	-2.55632	csin
-0.96	-2.45757	csin
-0.9	-2.34998	csin
-0.84	-2.23393	csin
-0.78	-2.10984	csin
-0.72	-1.97815	csin
-0.66	-1.83935	csin
-0.6	-1.69393	csin
-0.54	-1.54241	csin
-0.48	-1.38534	csin
-0.42	-1.22328	csin
-0.36	-1.05682	csin
-0.3	-0.886561	csin
-0.24	-0.713108	csin
-0.18	-0.537089	csin
-0.12	-0.359137	csin
-0.06	-0.179892	csin
0	0	csin
0.06	0.179892	csin
0.12	0.359137	csin
0.18	0.537089	csin
0.24	0.713108	csin
0.3	0.886561	csin
0.36	1.05682	csin
0.42	1.22328	csin
0.48	1.38534	csin
0.54	1.54241	csin
0.6	1.69393	csin
0.66	1.83935	csin
0.72	1.97815	csin
0.78	2.10984	csin
0.84	2.23393	csin
0.9	2.34998	csin
0.96	2.45757	csin
1.02	2.55632	csin
1.08	2.64587	csin
1.14	2.7259	csin
1.2	2.79612	csin
1.26	2.85627	csin
1.32	2.90615	csin
1.38	2.94556	csin
1.44	2.97438	csin
1.5	2.99248	csin
1.56	2.99983	csin
1.62	2.99637	csin
1.68	2.98213	csin
1.74	2.95716	csin
1.8	2.92154	csin
1.86	2.87541	csin
1.92	2.81894	csin
1.98	2.75231	csin
2.04	2.67579	csin
2.1	2.58963	csin
2.16	2.49415	csin
2.22	2.3897	csin
2.28	2.27664	csin
2.34	2.15539	csin
2.4	2.02639	csin
2.46	1.89009	csin
2.52	1.74699	csin
2.58	1.5976	csin
2.64	1.44247	csin
2.7	1.28214	csin
2.76	1.1172	csin
2.82	0.948234	csin
2.88	0.775858	csin
2.94	0.60069	csin
3	0.42336	csin
4	0	mess
0	4	mess
0	4	mess
1.93649	3.7	mess
-1.93649	3.7	mess
1.93649	-3.7	mess
-1.93649	-3.7	mess
3.7	1.93649	mess
3.7	-1.93649	mess
-3.7	1.93649	mess
-3.7	-1.93649	mess
1	2	mess
1	-2	mess
-0.1	2	mess
0.1	-2	mess
0.22	-2	mess
-0.28	-2.8	mess
0.36	-3.6	mess
-0.44	-0.44	mess
0.52	0.52	mess
-0.6	-3.6	mess
-0.68	2.68	mess
0.76	-1.76	mess
-0.85	2.84	mess
0.92	0.92	mess
-1	0.1	mess
-1.08	-1.8	mess
1.16	-1.61	mess
-1.24	1.24	mess
1.32	-1.32	mess
-1.3	1.4	mess
1.4	-2.48	mess
-1.5	-3.56	mess
1.63	2.64	mess
-1.72	-1.72	mess
1.88	1.8	mess
-1.88	-3.88	mess
1.76	2.96	mess
2.04	2.4	mess
-2.21	-2.2	mess
2.2	0.22	mess
-2.28	-0.28	mess
2.36	2.36	mess
-2.44	-4	mess
2.52	2.5	mess
-2.6	-2.6	mess
2.68	2.78	mess
2.76	-2.76	mess
-2.84	2.98	mess
-2.92	-3.92	mess
3	3	mess
3.08	-3.8	mess
-1.6	3.18	mess
2.8	2.54	mess
-2.7	-3.15	mess
-3.4	3.4	mess
-4	0.57	mess
4	-3	mess
2.6	3.64	mess
3.4	-2.74	mess
-2.5	-3.8	mess
-3.3	3.95	mess
1.89	2.36	mess
-1.59	-4	mess
-2.38	-2.41	mess
3.36	0.42	mess
-3.54	-3.18	mess
-2.46	2.84	mess
3.99	1.75	mess
-3.15	-1.96	mess
-1.45	-0.46	mess
-2.09	1.18	mess
1.59	-3.76	mess
0.67	1.84	mess
-2.94	0.49	mess
3.78	-0.5	mess
-0.76	-3.55	mess
0.99	0.52	mess
-1.47	-0.67	mess
1.13	0.45	mess
1.83	-3.54	mess
-1.54	-2.55	mess
-2.87	2.47	mess
2.69	-3.15	mess
3.57	-2.67	mess
3.15	0.58	mess
-3.78	-0.59	mess
-0.35	0.01	mess
0.06	-0.37	mess
-3.75	4	mess
-3.62	-1.98	mess
-0.47	0.5	mess
0.47	-4	mess
1.85	0.9	mess
1.75	-1.55	mess
0.76	1.89	mess
-0.68	-2.56	mess
-2.89	2.98	mess
3.75	-3.1	mess
-3.15	3.7	mess
-2	2.5	mess
-1.6	-1.5	mess
0.5	2.8	mess
3.7	0.7	mess
3.4	-0.8	mess
0.9	3.9	mess
0.4	-3.95	mess
1.8	0.65	mess
3.9	-1.64	mess
2.5	0.23	mess
-3.5	-0.13	mess
3.7	1.93649	mess
3.7	-1.93649	mess
-3.7	1.93649	mess
-3.7	-1.93649	mess
1.93649	3.7	mess
-1.93649	3.7	mess
1.93649	-3.7	mess
-1.93649	-3.7	mess
-2	0	yc5
2	0	yc5
0	-2	yc5
0	2	yc5
1.8	0.871779789	yc5
-1.8	0.871779789	yc5
1.8	-0.87178	yc5
-1.8	-0.87178	yc5
0.871779789	1.8	yc5
0.871779789	-1.8	yc5
-0.87178	1.8	yc5
-0.87178	-1.8	yc5
1.6	1.2	yc5
-1.6	1.2	yc5
1.6	-1.2	yc5
-1.6	-1.2	yc5
1.2	1.6	yc5
1.2	-1.6	yc5
-1.2	1.6	yc5
-1.2	-1.6	yc5
1.4	1.428285686	yc5
-1.4	1.428285686	yc5
1.4	-1.42829	yc5
-1.4	-1.42829	yc5
1.428285686	1.4	yc5
1.428285686	-1.4	yc5
-1.42829	1.4	yc5
-1.42829	-1.4	yc5
1	1.732050808	yc5
1	-1.73205	yc5
-1	1.732050808	yc5
-1	-1.73205	yc5
1.732050808	1	yc5
-1.73205	1	yc5
1.732050808	-1	yc5
-1.73205	-1	yc5
0.8	1.833030278	yc5
-0.8	1.833030278	yc5
0.8	-1.83303	yc5
-0.8	-1.83303	yc5
1.833030278	0.8	yc5
1.833030278	-0.8	yc5
-1.83303	0.8	yc5
-1.83303	-0.8	yc5
0.6	1.907878403	yc5
-0.6	1.907878403	yc5
0.6	-1.90788	yc5
-0.6	-1.90788	yc5
1.907878403	0.6	yc5
1.907878403	-0.6	yc5
-1.90788	0.6	yc5
-1.90788	-0.6	yc5
0.4	1.959591794	yc5
-0.4	1.959591794	yc5
0.4	-1.95959	yc5
-0.4	-1.96959	yc5
1.959591794	0.4	yc5
1.959591794	-0.4	yc5
-1.95959	0.4	yc5
-1.96959	-0.4	yc5
0.2	1.989974874	yc5
-0.2	1.989974874	yc5
0.2	-1.98997	yc5
-0.2	-1.98997	yc5
1.989974874	0.2	yc5
1.989974874	-0.2	yc5
-1.98997	0.2	yc5
-1.98997	-0.2	yc5
1.1	0.3	yc5
-1.4	0	yc5
0	1.4	yc5
0	-1.4	yc5
1.12	0.519615242	yc5
-1.3	0.519615242	yc5
1.3	-1.2	yc5
-1.3	-0.519615242	yc5
0.519615242	1.3	yc5
0.4196	-1.45	yc5
-0.519615242	1.3	yc5
-0.519615242	-1.3	yc5
1.07	0.721110255	yc5
-1.2	0.721110255	yc5
1.2	-1.25	yc5
-1.2	-0.721110255	yc5
0.721110255	1.2	yc5
0.721110255	-1.43	yc5
-0.721110255	1.2	yc5
-0.721110255	-1.2	yc5
1	0.979795897	yc5
-1	0.979795897	yc5
1	-1.35	yc5
-1	-0.979795897	yc5
0.979795897	1	yc5
0.979795897	-1.38	yc5
-0.979795897	1	yc5
-0.979795897	-1	yc5
1.03	0	yc5
-0.8	0	yc5
0	-0.8	yc5
-0.7	0.387298335	yc5
0.95	-0.28	yc5
-0.7	-0.387298335	yc5
0.387298335	-0.8	yc5
-0.387298335	0.7	yc5
-0.387298335	-0.7	yc5
-0.6	0.529150262	yc5
0.8	-0.529150262	yc5
-0.6	-0.529150262	yc5
0.75	-0.6	yc5
-0.529150262	0.6	yc5
-0.529150262	-0.6	yc5
0	0.7	yc5
-3.5	-1.2	yc5
-2.5	-0.2	yc5
-2.5	-2.35	yc5
-3.4	-0.764110106	yc5
-3.4	-1.63589	yc5
-2.064110106	-0.3	yc5
-2.93589	-0.3	yc5
-2.87	-2.13	yc5
-3.3	-0.6	yc5
-3.3	-1.8	yc5
-3.1	-0.4	yc5
-3.1	-2	yc5
-3.2	-0.485857157	yc5
-3.2	-1.91414	yc5
-3.21414	-0.5	yc5
-3.21414	-1.9	yc5
-1.9	-0.4	yc5
-3.1	-0.4	yc5
-3.1	-2	yc5
-3.3	-0.6	yc5
-3.3	-1.8	yc5
-2	-0.333974596	yc5
-3	-0.333974596	yc5
-3	-2.06603	yc5
-3.36603	-0.7	yc5
-3.36603	-1.7	yc5
-2.1	-0.283484861	yc5
-2.9	-0.283484861	yc5
-2.85	-2.15	yc5
-3.41652	-0.8	yc5
-3.41652	-1.6	yc5
-2.2	-0.246060799	yc5
-2.8	-0.246060799	yc5
-2.75	-2.22	yc5
-3.45394	-0.9	yc5
-3.45394	-1.5	yc5
-2.3	-0.220204103	yc5
-2.7	-0.220204103	yc5
-3.4798	-1	yc5
-3.4798	-1.4	yc5
-2.4	-0.205012563	yc5
-2.6	-0.205012563	yc5
-3.49499	-1.1	yc5
-3.49499	-1.3	yc5
-2.2	-2.4	yc5
-2.1	-2.4	yc5
-2	-2.4	yc5
-1.9	-2.41	yc5
-1.8	-2.41	yc5
-1.7	-2.42	yc5
-1.6	-2.42	yc5
-1.5	-2.43	yc5
-1.4	-2.43	yc5
-1.3	-2.44	yc5
-1.2	-2.44	yc5
-1.1	-2.45	yc5
-1	-2.45	yc5
-0.9	-2.46	yc5
-0.8	-2.46	yc5
-0.7	-2.47	yc5
-0.6	-2.47	yc5
-0.5	-2.48	yc5
-0.4	-2.48	yc5
-0.3	-2.49	yc5
-0.2	-2.49	yc5
-0.1	-2.5	yc5
0	-2.5	yc5
0.1	-2.49	yc5
0.2	-2.49	yc5
0.3	-2.48	yc5
0.4	-2.48	yc5
0.5	-2.47	yc5
0.6	-2.47	yc5
-2.35	-2.37	yc5
-2.65	-2.28	yc5
0.7	-2.46	yc5
0.8	-2.46	yc5
0.9	-2.45	yc5
1	-2.45	yc5
1.1	-2.44	yc5
1.2	-2.44	yc5
1.3	-2.43	yc5
1.4	-2.43	yc5
1.5	-2.42	yc5
1.6	-2.42	yc5
1.7	-2.41	yc5
1.8	-2.41	yc5
1.9	-2.4	yc5
2	-2.4	yc5
2.1	-2.39	yc5
2.2	-2.39	yc5
2.3	-2.38	yc5
2.37	-2.35	yc5
2.2	-2.1	yc5
-2.95	-1.05	yc5
-2.95	-1	yc5
-3	-1	yc5
-3	-1.05	yc5
-2.25	-1.05	yc5
-2.25	-1	yc5
-2.3	-1.05	yc5
-2.3	-1	yc5
-3	-1.5	yc5
-2.2	-1.5	yc5
-2.95	-1.55	yc5
-2.25	-1.55	yc5
-2.9	-1.6	yc5
-2.3	-1.6	yc5
-2.85	-1.65	yc5
-2.35	-1.65	yc5
-2.8	-1.66	yc5
-2.4	-1.66	yc5
-2.75	-1.68	yc5
-2.45	-1.68	yc5
-2.7	-1.69	yc5
-2.5	-1.69	yc5
-2.65	-1.7	yc5
-2.55	-1.7	yc5
-2.5	-1.71	yc5
-3.1	-0.2	yc5
-3.11	-0.05	yc5
-3.12	0.1	yc5
-3.13	0.25	yc5
-3.14	0.4	yc5
-3.15	0.55	yc5
-3.16	0.7	yc5
-3.17	0.85	yc5
-3.18	1	yc5
-3.22	1.1	yc5
-3.3	1.15	yc5
-3.38	1.16	yc5
-3.46	1.15	yc5
-3.54	1.1	yc5
-3.55	1.05	yc5
-3.57	1.04	yc5
-3.57	1	yc5
-3.57	0.95	yc5
-3.57	0.9	yc5
-2.45	-0.25	yc5
-2.46	-0.16	yc5
-2.47	0	yc5
-2.48	0.15	yc5
-2.49	0.3	yc5
-2.5	0.45	yc5
-2.51	0.6	yc5
-2.52	0.75	yc5
-2.53	0.9	yc5
-2.57	1	yc5
-2.65	1.05	yc5
-2.73	1.06	yc5
-2.81	1.05	yc5
-2.89	1	yc5
-2.9	0.95	yc5
-2.92	0.94	yc5
-2.92	0.9	yc5
-2.92	0.85	yc5
-2.92	0.8	yc5
1.6	-1.5	yc5
2.3	-2.25	yc5
1.7	-1.6	yc5
1	-1.73852	yc5
1.43	-1.1	yc5
1.95	-1.8	yc5
1.5	-2.4	yc5
2.05	-1.9	yc5
2.25	-2.15	yc5
1	-1.73852	yc5
1.85	-1.7	yc5
2.15	-2	yc5
